achievement_apvp.popup.caption	New game mode
AD_Achievement_Wall_Desc_401	{hero_name} is now a Warrior in King's Bounty: Legions! Click here to collect your reward!
AD_Achievement_Wall_Desc_401_Avocado	Avocado
AD_Achievement_Wall_Desc_402	{hero_name} is now a Warrior in King's Bounty Legions! Legions! Click here to collect your reward!
AD_Achievement_Wall_Desc_402_Avocado	Avocado
AD_Achievement_Wall_Desc_403	{hero_name} is now a Veteran in King's Bounty: Legions! Click here to collect your reward!
AD_Achievement_Wall_Desc_403_Avocado	Avocado
AD_Achievement_Wall_Desc_404	{hero_name} is now a Berserker in King's Bounty: Legions! Click here to collect your reward!
AD_Achievement_Wall_Desc_404_Avocado	Avocado
AD_Achievement_Wall_Desc_405	{hero_name} is now a Knight in King's Bounty: Legions! Click here to collect your reward!
AD_Achievement_Wall_Desc_405_Avocado	Avocado
AD_Achievement_Wall_Desc_406	{hero_name} is now a Champion
 in King's Bounty: Legions! Click here to collect your reward!
AD_Achievement_Wall_Desc_406_Avocado	Avocado
AD_Achievement_Wall_Desc_407	{hero_name} is now a Hero in King's Bounty: Legions! Click here to collect your reward!
AD_Achievement_Wall_Desc_407_Avocado	Avocado
AD_Achievement_Wall_Desc_408	{hero_name} is now a Legend in King's Bounty: Legions! Click here to collect your reward!
AD_Achievement_Wall_Desc_408_Avocado	Avocado
AD_Achievement_Wall_Desc_409	{hero_name} is now a Demigod in King's Bounty: Legions! Click here to collect your reward!
AD_Achievement_Wall_Desc_409_Avocado	Avocado
AD_Achievement_Wall_Desc_5	[$]
AD_Achievement_Wall_Desc_500	I have just saved the Library Ruins! Click here to collect your reward!
AD_Achievement_Wall_Desc_500_Avocado	Avocado
AD_Achievement_Wall_Desc_501	I have just reclaimed the wharf! Click here to collect your reward!
AD_Achievement_Wall_Desc_501_Avocado	Avocado
AD_Achievement_Wall_Desc_502	I have just obtained some secret information! Click here to collect your reward!
AD_Achievement_Wall_Desc_502_Avocado	Avocado
AD_Achievement_Wall_Desc_503	I have found an ancient Scroll that someone very powerful had been looking for! Click here to collect your reward!
AD_Achievement_Wall_Desc_503_Avocado	Avocado
AD_Achievement_Wall_Desc_504	{hero_name} needs help deciphering an ancient manuscript! Click here to collect your reward!
AD_Achievement_Wall_Desc_504_Avocado	Avocado
AD_Achievement_Wall_Desc_505	I have got the manuscript deciphered... Looks like it warns of a great peril! Click here to collect your reward!
AD_Achievement_Wall_Desc_505_Avocado	Avocado
AD_Achievement_Wall_Desc_506	I have saved the Kingdom from a disaster and am about to receive an the award! Click here to collect your share!
AD_Achievement_Wall_Desc_506_Avocado	Avocado
AD_Achievement_Wall_Desc_507	His Majesty himself has inducted {hero_name} into the Golden Legion! Click here to collect your reward!
AD_Achievement_Wall_Desc_507_Avocado	Avocado
AD_Achievement_Wall_Desc_508	I have managed to stop the mysterious assaults on the Library. Now the many priceless books and ancient manuscripts within are out of danger. Now is the time to move on and meet new challenges. 
AD_Achievement_Wall_Desc_508_Avocado	Avocado
AD_Achievement_Wall_Desc_509	With my help, the Mages managed to remove the spell blocking the port, allowing the reinforcements to arrive. Help for the Order is on the way! 
AD_Achievement_Wall_Desc_509_Avocado	Avocado
AD_Achievement_Wall_Desc_510	I have received the intel from a trusted member of the King's entourage. Now that I have this information, I can move on. 
AD_Achievement_Wall_Desc_510_Avocado	Avocado
AD_Achievement_Wall_Desc_511	With your help, the cultists' manifestos have been deciphered. You must hurry to be debriefed by the Archmage and warn him of the impending danger. 
AD_Achievement_Wall_Desc_511_Avocado	Avocado
AD_Achievement_Wall_Desc_512	My ceaseless efforts have resulted in the creation of a new magical key that can open the door to many secrets. 
AD_Achievement_Wall_Desc_512_Avocado	Avocado
AD_Achievement_Wall_Desc_513	Even the witches have agreed to help me defeat the Kingdom's most dangerous enemy. 
AD_Achievement_Wall_Desc_513_Avocado	Avocado
AD_Achievement_Wall_Desc_514	Lazarus managed to escape. However, he no longer has an army or a loyal entourage. High time to get your just reward from the King. 
AD_Achievement_Wall_Desc_514_Avocado	Avocado
AD_Achievement_Wall_Desc_515	For my superb work in uncovering the plot against his subjects, His Highness has inducted me into the Golden Legion.
AD_Achievement_Wall_Desc_515_Avocado	Avocado
AD_Achievement_Wall_Desc_6	{hero_name} just completed the training mission in King's Bounty: Legions! Click here to collect your reward!
AD_Achievement_Wall_Desc_6_Avocado	Avocado
AD_Achievement_Wall_Desc_7	[$]
AD_Achievement_Wall_Desc_700	I have found secret paths that lead to a secret, hidden village known as the Witch's Swamp! Click here to collect your reward!
AD_Achievement_Wall_Desc_700_Avocado	Avocado
AD_Achievement_Wall_Desc_701	I have earned the right to visit the Academy Tiltyard! Click here to collect your reward!
AD_Achievement_Wall_Desc_701_Avocado	Avocado
AD_Achievement_Wall_Desc_702	{hero_name} just earned the right to visit Karakol Port! Click here to collect your reward!
AD_Achievement_Wall_Desc_702_Avocado	Avocado
AD_Achievement_Wall_Desc_703	My squad has reached a new settlement – Ancient Temple!
AD_Achievement_Wall_Desc_703_Avocado	Avocado
AD_Achievement_Wall_Desc_704	My squad has reached a new settlement – Barley Grove!
AD_Achievement_Wall_Desc_704_Avocado	Avocado
AD_Achievement_Wall_Desc_705	My squad has reached a new settlement – Bear Forest!
AD_Achievement_Wall_Desc_705_Avocado	Avocado
AD_Achievement_Wall_Desc_706	My squad has reached a new settlement – Kronberg!
AD_Achievement_Wall_Desc_706_Avocado	Avocado
AD_Achievement_Wall_Desc_707	My squad has reached a new settlement – Ruined Temple! 
AD_Achievement_Wall_Desc_707_Avocado	Avocado
AD_Achievement_Wall_Desc_708	My squad has reached a new settlement – Eastern Fort! 
AD_Achievement_Wall_Desc_708_Avocado	Avocado
AD_Achievement_Wall_Desc_709	My squad has reached a new settlement – Engineers' Reservation! 
AD_Achievement_Wall_Desc_709_Avocado	Avocado
AD_Achievement_Wall_Desc_710	My squad has reached a new settlement – Forsaken Village! 
AD_Achievement_Wall_Desc_710_Avocado	Avocado
AD_Achievement_Wall_Desc_711	My squad has reached a new settlement – Free Village! 
AD_Achievement_Wall_Desc_711_Avocado	Avocado
AD_Achievement_Wall_Desc_712	My squad has reached a new settlement – Garrison of the Order! 
AD_Achievement_Wall_Desc_712_Avocado	Avocado
AD_Achievement_Wall_Desc_713	My squad has reached a new settlement – Gray Warden Garrison! 
AD_Achievement_Wall_Desc_713_Avocado	Avocado
AD_Achievement_Wall_Desc_714	My squad has reached a new settlement – Hunter's Camp! 
AD_Achievement_Wall_Desc_714_Avocado	Avocado
AD_Achievement_Wall_Desc_715	My squad has reached a new settlement – Library Ruins! 
AD_Achievement_Wall_Desc_715_Avocado	Avocado
AD_Achievement_Wall_Desc_716	My squad has a new settlement – Northern Bay! 
AD_Achievement_Wall_Desc_716_Avocado	Avocado
AD_Achievement_Wall_Desc_717	My squad has reached a new settlement – Scouts’ Camp! 
AD_Achievement_Wall_Desc_717_Avocado	Avocado
AD_Achievement_Wall_Desc_718	My squad has reached a new settlement – Shady Grove! 
AD_Achievement_Wall_Desc_718_Avocado	Avocado
AD_Achievement_Wall_Desc_719	My squad has reached a new settlement – Turtle Hill! 
AD_Achievement_Wall_Desc_719_Avocado	Avocado
AD_Achievement_Wall_Desc_720	My squad has reached a new settlement – Watermill Junction! 
AD_Achievement_Wall_Desc_720_Avocado	Avocado
AD_Achievement_Wall_Desc_721	My squad has reached a new settlement – Western Fort! 
AD_Achievement_Wall_Desc_721_Avocado	Avocado
AD_Achievement_Wall_Desc_8	Now I’m also playing King's Bounty: Legions. Come join me!
AD_Achievement_Wall_Desc_8_Avocado	Avocado
AD_Achievement_Wall_Desc_9	[$]
AD_Achievement_Wall_Desc_900	Dear friends! Join us for a Hallowe'en celebration in the game. Сandies, unique items and boosters await you!
AD_Achievement_Wall_Desc_900_Avocado	Avocado
AD_Achievement_Wall_Desc_901	Dear friends! Join us for a Christmas celebration in the game. Hot drinks, new quests and amazing visitors from the North await you!
AD_Achievement_Wall_Desc_901_Avocado	Avocado
AD_Achievement_Wall_Param_3	Level
AD_Achievement_Wall_Param_3_Avocado	Avocado
AD_Achievement_Wall_Param_300	3rd
AD_Achievement_Wall_Param_300_Avocado	Avocado
AD_Achievement_Wall_Param_301	5th
AD_Achievement_Wall_Param_301_Avocado	Avocado
AD_Achievement_Wall_Param_302	7th
AD_Achievement_Wall_Param_302_Avocado	Avocado
AD_Achievement_Wall_Param_303	10th
AD_Achievement_Wall_Param_303_Avocado	Avocado
AD_Achievement_Wall_Param_304	15th
AD_Achievement_Wall_Param_304_Avocado	Avocado
AD_Achievement_Wall_Param_305	20th
AD_Achievement_Wall_Param_305_Avocado	Avocado
AD_Achievement_Wall_Param_306	25th
AD_Achievement_Wall_Param_306_Avocado	Avocado
AD_Achievement_Wall_Param_307	30th
AD_Achievement_Wall_Param_307_Avocado	Avocado
AD_Achievement_Wall_Param_4	Title
AD_Achievement_Wall_Param_4_Avocado	Avocado
AD_Achievement_Wall_Param_400	Recruit
AD_Achievement_Wall_Param_400_Avocado	Avocado
AD_Achievement_Wall_Param_401	Fighter
AD_Achievement_Wall_Param_401_Avocado	Avocado
AD_Achievement_Wall_Param_402	Warrior
AD_Achievement_Wall_Param_402_Avocado	Avocado
AD_Achievement_Wall_Param_403	Veteran
AD_Achievement_Wall_Param_403_Avocado	Avocado
AD_Achievement_Wall_Param_404	Berserker
AD_Achievement_Wall_Param_404_Avocado	Avocado
AD_Achievement_Wall_Param_405	Knight
AD_Achievement_Wall_Param_405_Avocado	Avocado
AD_Achievement_Wall_Param_406	Champion
AD_Achievement_Wall_Param_406_Avocado	Avocado
AD_Achievement_Wall_Param_407	Hero
AD_Achievement_Wall_Param_407_Avocado	Avocado
AD_Achievement_Wall_Param_408	Legend
AD_Achievement_Wall_Param_408_Avocado	Avocado
AD_Achievement_Wall_Param_409	Demigod
AD_Achievement_Wall_Param_409_Avocado	Avocado
AD_Achievement_Wall_Param_7	Settlement
AD_Achievement_Wall_Param_7_Avocado	Avocado
AD_Achievement_Wall_Param_700	Witch’s Swamp
AD_Achievement_Wall_Param_700_Avocado	Avocado
AD_Achievement_Wall_Param_701	Academy Tiltyard
AD_Achievement_Wall_Param_701_Avocado	Avocado
AD_Achievement_Wall_Param_702	Karakol Port
AD_Achievement_Wall_Param_702_Avocado	Avocado
AD_Achievement_Wall_Param_703	Ancient Temple
AD_Achievement_Wall_Param_703_Avocado	Avocado
AD_Achievement_Wall_Param_704	Barley Grove
AD_Achievement_Wall_Param_704_Avocado	Avocado
AD_Achievement_Wall_Param_705	Bear Forest
AD_Achievement_Wall_Param_705_Avocado	Avocado
AD_Achievement_Wall_Param_706	Kronberg
AD_Achievement_Wall_Param_706_Avocado	Avocado
AD_Achievement_Wall_Param_707	Ruined Temple
AD_Achievement_Wall_Param_707_Avocado	Avocado
AD_Achievement_Wall_Param_708	Eastern Fort
AD_Achievement_Wall_Param_708_Avocado	Avocado
AD_Achievement_Wall_Param_709	Engineers’ Reservation
AD_Achievement_Wall_Param_709_Avocado	Avocado
AD_Achievement_Wall_Param_710	Forsaken Village
AD_Achievement_Wall_Param_710_Avocado	Avocado
AD_Achievement_Wall_Param_711	Free Village
AD_Achievement_Wall_Param_711_Avocado	Avocado
AD_Achievement_Wall_Param_712	Garrison of the Order
AD_Achievement_Wall_Param_712_Avocado	Avocado
AD_Achievement_Wall_Param_713	Gray Warden Garrison
AD_Achievement_Wall_Param_713_Avocado	Avocado
AD_Achievement_Wall_Param_714	Hunter’s Camp
AD_Achievement_Wall_Param_714_Avocado	Avocado
AD_Achievement_Wall_Param_715	Library Ruins
AD_Achievement_Wall_Param_715_Avocado	Avocado
AD_Achievement_Wall_Param_716	Northern Bay
AD_Achievement_Wall_Param_716_Avocado	Avocado
AD_Achievement_Wall_Param_717	Scouts’ Camp
AD_Achievement_Wall_Param_717_Avocado	Avocado
AD_Achievement_Wall_Param_718	Shady Grove
AD_Achievement_Wall_Param_718_Avocado	Avocado
AD_Achievement_Wall_Param_719	Turtle Hill
AD_Achievement_Wall_Param_719_Avocado	Avocado
AD_Achievement_Wall_Param_720	Watermill Junction
AD_Achievement_Wall_Param_720_Avocado	Avocado
AD_Achievement_Wall_Param_721	Western Fort
AD_Achievement_Wall_Param_721_Avocado	Avocado
AD_Achievement_Wall_Random_Text_0	{hero_name} got mugged by a family of Griffins. 
AD_Achievement_Wall_Random_Text_0_Avocado	Avocado
AD_Achievement_Wall_Random_Text_1	{hero_name} just drank the blood of a bear... there was no more rum in his hip flask.
AD_Achievement_Wall_Random_Text_1_Avocado	Avocado
AD_Achievement_Wall_Random_Text_10	{hero_name} just got jail time for stabbing a bear in a nature reserve... again. 
AD_Achievement_Wall_Random_Text_10_Avocado	Avocado
AD_Achievement_Wall_Random_Text_11	{hero_name} just got mauled by a bear. 
AD_Achievement_Wall_Random_Text_11_Avocado	Avocado
AD_Achievement_Wall_Random_Text_12	{hero_name} is having trouble breaking it off with a big snake. 
AD_Achievement_Wall_Random_Text_12_Avocado	Avocado
AD_Achievement_Wall_Random_Text_13	{hero_name} thinks all games should feature a unicorn. 
AD_Achievement_Wall_Random_Text_13_Avocado	Avocado
AD_Achievement_Wall_Random_Text_14	{hero_name} loves unicorns. 
AD_Achievement_Wall_Random_Text_14_Avocado	Avocado
AD_Achievement_Wall_Random_Text_15	{hero_name} is upset because he has to kill 10 unicorns for a quest.
AD_Achievement_Wall_Random_Text_15_Avocado	Avocado
AD_Achievement_Wall_Random_Text_16	{hero_name} just changed their wallpaper to a picture of a black unicorn. 
AD_Achievement_Wall_Random_Text_16_Avocado	Avocado
AD_Achievement_Wall_Random_Text_17	{hero_name} just rode a giant spider across deep marshes. 
AD_Achievement_Wall_Random_Text_17_Avocado	Avocado
AD_Achievement_Wall_Random_Text_18	{hero_name} just shared a Bloody Mary with a Demonologist. We hope that it’s just a name of the drink!
AD_Achievement_Wall_Random_Text_18_Avocado	Avocado
AD_Achievement_Wall_Random_Text_19	{hero_name} just spilled their drink on a Golden Paladin. Need to find out how to get cranberry juice out of armour ASAP. Oh no, it’s not coming off!
AD_Achievement_Wall_Random_Text_19_Avocado	Avocado
AD_Achievement_Wall_Random_Text_2	{hero_name} just lost a PvP match to his 84 year old grandmother. 
AD_Achievement_Wall_Random_Text_2_Avocado	Avocado
AD_Achievement_Wall_Random_Text_20	{hero_name} just brought a necromancer home to meet his long-dead parents. 
AD_Achievement_Wall_Random_Text_20_Avocado	Avocado
AD_Achievement_Wall_Random_Text_21	{hero_name} is entangled in a love triangle with a pirate and an assassin. 
AD_Achievement_Wall_Random_Text_21_Avocado	Avocado
AD_Achievement_Wall_Random_Text_22	{hero_name} is battling a bunch of bears with his last whole pitchfork. He’s already broken the rest of his tools on their backs.
AD_Achievement_Wall_Random_Text_22_Avocado	Avocado
AD_Achievement_Wall_Random_Text_23	{hero_name} just got the snot beat out of them. Quite literally, too.
AD_Achievement_Wall_Random_Text_23_Avocado	Avocado
AD_Achievement_Wall_Random_Text_24	{hero_name} was recently beat up by a mob of angry sprites and is sticking a bandaid on his nose. A fairy was killed with a newspaper. Although... how did he find a newspaper in the forest?
AD_Achievement_Wall_Random_Text_24_Avocado	Avocado
AD_Achievement_Wall_Random_Text_25	{hero_name} is making spider leg stew. 
AD_Achievement_Wall_Random_Text_25_Avocado	Avocado
AD_Achievement_Wall_Random_Text_26	{hero_name} is out killing spiders. 
AD_Achievement_Wall_Random_Text_26_Avocado	Avocado
AD_Achievement_Wall_Random_Text_27	{hero_name} just started a tab at the Foresaken Village pub. 
AD_Achievement_Wall_Random_Text_27_Avocado	Avocado
AD_Achievement_Wall_Random_Text_28	{hero_name} just checked in at the Academy Tiltyard 
AD_Achievement_Wall_Random_Text_28_Avocado	Avocado
AD_Achievement_Wall_Random_Text_29	{hero_name} just bought an appletini for a necromancer. 
AD_Achievement_Wall_Random_Text_29_Avocado	Avocado
AD_Achievement_Wall_Random_Text_3	{hero_name} is reclining on the bar at the Foresaken Village Pub having a margarita mixed directly in their mouth by a Goblin barman.
AD_Achievement_Wall_Random_Text_3_Avocado	Avocado
AD_Achievement_Wall_Random_Text_30	{hero_name} won a battle with an archer by throwing his sword at his throat.
AD_Achievement_Wall_Random_Text_30_Avocado	Avocado
AD_Achievement_Wall_Random_Text_31	{hero_name} just invited an Archmage to lunch at a food truck... and hopes he brought cash. 
AD_Achievement_Wall_Random_Text_31_Avocado	Avocado
AD_Achievement_Wall_Random_Text_32	{hero_name} picked the black unicorn last for dodgeball. Again. 
AD_Achievement_Wall_Random_Text_32_Avocado	Avocado
AD_Achievement_Wall_Random_Text_33	{hero_name} is sad because the pilgrims are throwing a party, and ‘forgot’ to send an invite... again!
AD_Achievement_Wall_Random_Text_33_Avocado	Avocado
AD_Achievement_Wall_Random_Text_34	{hero_name} says to back off before you find yourself chased by a horde of zombies and bears. And try not to smell like a hero.
AD_Achievement_Wall_Random_Text_34_Avocado	Avocado
AD_Achievement_Wall_Random_Text_35	{hero_name} is treating a scratch that an enemy arrow left on his cheek and is very pleased that he now looks like a real soldier.
AD_Achievement_Wall_Random_Text_35_Avocado	Avocado
AD_Achievement_Wall_Random_Text_36	{hero_name} is on a date with a necromancer with bad breath. Awkward! 
AD_Achievement_Wall_Random_Text_36_Avocado	Avocado
AD_Achievement_Wall_Random_Text_37	{hero_name}, a pirate, and a peasant walk into a bar... 
AD_Achievement_Wall_Random_Text_37_Avocado	Avocado
AD_Achievement_Wall_Random_Text_38	{hero_name} is waiting for a serpent to call... too bad serpents can't dial a phone. 
AD_Achievement_Wall_Random_Text_38_Avocado	Avocado
AD_Achievement_Wall_Random_Text_39	{hero_name} just kicked a drunk pirate out of the Forsaken Village Pub. 
AD_Achievement_Wall_Random_Text_39_Avocado	Avocado
AD_Achievement_Wall_Random_Text_4	{hero_name} just got kicked in the crotch by a tiny sprite. 
AD_Achievement_Wall_Random_Text_4_Avocado	Avocado
AD_Achievement_Wall_Random_Text_40	{hero_name} is wondering if you can contract scurvy or foot & mouth disease from PVP battles.
AD_Achievement_Wall_Random_Text_40_Avocado	Avocado
AD_Achievement_Wall_Random_Text_41	{hero_name} refuses to waste time with Peasants and wants to get into a real fight.
AD_Achievement_Wall_Random_Text_41_Avocado	Avocado
AD_Achievement_Wall_Random_Text_42	{hero_name} farts in the general direction of all pilgrims.
AD_Achievement_Wall_Random_Text_42_Avocado	Avocado
AD_Achievement_Wall_Random_Text_43	{hero_name} is at the Library Ruins with a pirate... researching booty. 
AD_Achievement_Wall_Random_Text_43_Avocado	Avocado
AD_Achievement_Wall_Random_Text_44	{hero_name} wants to know if foot soldiers like feet. 
AD_Achievement_Wall_Random_Text_44_Avocado	Avocado
AD_Achievement_Wall_Random_Text_45	{hero_name} wants to know how armoured Knights handle bathroom emergencies. 
AD_Achievement_Wall_Random_Text_45_Avocado	Avocado
AD_Achievement_Wall_Random_Text_46	{hero_name} just edited a photo of a Demonologist, trying to give him the wings of a Griffin and snake’s scales. Not cute. The task was made even harder by the fact that a Demonologist cannot be easily photographed.
AD_Achievement_Wall_Random_Text_46_Avocado	Avocado
AD_Achievement_Wall_Random_Text_47	{hero_name} is behind a car full of pilgrims at the drive-through. Why is it taking half an hour to order five burgers?
AD_Achievement_Wall_Random_Text_47_Avocado	Avocado
AD_Achievement_Wall_Random_Text_48	{hero_name} is visiting the alchemist for a little problem. It's not contagious. 
AD_Achievement_Wall_Random_Text_48_Avocado	Avocado
AD_Achievement_Wall_Random_Text_49	{hero_name} saw a ghost of the bear that they killed earlier in the day egging his house.
AD_Achievement_Wall_Random_Text_49_Avocado	Avocado
AD_Achievement_Wall_Random_Text_5	{hero_name} just baked a bunny pie for a family of Griffins. 
AD_Achievement_Wall_Random_Text_5_Avocado	Avocado
AD_Achievement_Wall_Random_Text_50	{hero_name} had a Griffin omelette this morning, and it's repeating on them. 
AD_Achievement_Wall_Random_Text_50_Avocado	Avocado
AD_Achievement_Wall_Random_Text_51	{hero_name} just had lunch with a morbidly obese foot soldier. Training has been tough for him.  
AD_Achievement_Wall_Random_Text_51_Avocado	Avocado
AD_Achievement_Wall_Random_Text_52	{hero_name} is pissed. A Knight just scratched the new car's leather seat with his sword. COME ON! 
AD_Achievement_Wall_Random_Text_52_Avocado	Avocado
AD_Achievement_Wall_Random_Text_53	{hero_name} just got rear-ended by a serpent. Since when can serpents get a driver's license? 
AD_Achievement_Wall_Random_Text_53_Avocado	Avocado
AD_Achievement_Wall_Random_Text_54	{hero_name} is starting to suspect that the unicorn is taking him for granted!
AD_Achievement_Wall_Random_Text_54_Avocado	Avocado
AD_Achievement_Wall_Random_Text_55	{hero_name} is wondering how to get the smell of zombie out of hair. 
AD_Achievement_Wall_Random_Text_55_Avocado	Avocado
AD_Achievement_Wall_Random_Text_56	{hero_name} tells the troops that the best way to deal with a zombie is to hit on on the head with a silver spoon. This will totally reform him, he will stop eating brains and will happily attend the Sunday school every week.
AD_Achievement_Wall_Random_Text_56_Avocado	Avocado
AD_Achievement_Wall_Random_Text_57	{hero_name} is having a spa day at the Garisson Relaxation Center for dwarves and miners. The mud there is very good for complexion!
AD_Achievement_Wall_Random_Text_57_Avocado	Avocado
AD_Achievement_Wall_Random_Text_58	{hero_name} is helping an Archmage! The Archmage looks like a small mushroom in person... a magical mushroom, of course.
AD_Achievement_Wall_Random_Text_58_Avocado	Avocado
AD_Achievement_Wall_Random_Text_59	{hero_name} is trying to carry a Black Unicorn out of battle in a fireman’s hold. Thankfully, it weighs a little less than a truck.
AD_Achievement_Wall_Random_Text_59_Avocado	Avocado
AD_Achievement_Wall_Random_Text_6	{hero_name} just lost a match to a 4 year old. The baby is better with his pacifier than the hero with his sword!
AD_Achievement_Wall_Random_Text_6_Avocado	Avocado
AD_Achievement_Wall_Random_Text_60	{hero_name} is pretending they didn't notice that the Academy Quartermaster got hair plugs. 
AD_Achievement_Wall_Random_Text_60_Avocado	Avocado
AD_Achievement_Wall_Random_Text_61	{hero_name} is thinking of 10 reasons why bears are scarier than sharks. Reason 1: bears live on land. 
AD_Achievement_Wall_Random_Text_61_Avocado	Avocado
AD_Achievement_Wall_Random_Text_7	{hero_name} just put laxative in the king's soup. 
AD_Achievement_Wall_Random_Text_7_Avocado	Avocado
AD_Achievement_Wall_Random_Text_8	{hero_name} is under cottage arrest. He has to peel potatoes for the entire regiment.
AD_Achievement_Wall_Random_Text_8_Avocado	Avocado
AD_Achievement_Wall_Random_Text_9	{hero_name} just used words to destroy a horde of pitchfork-wielding Peasants. 
AD_Achievement_Wall_Random_Text_9_Avocado	Avocado
AD_Achievement_Wall_Title_1	I have received a new unit.
AD_Achievement_Wall_Title_1_Avocado	Avocado
AD_Achievement_Wall_Title_2	[$]
AD_Achievement_Wall_Title_200	I am now the leader of the Kingdom's Troops and I want to share my reward with you!
AD_Achievement_Wall_Title_200_Avocado	Avocado
AD_Achievement_Wall_Title_201	I now lead the army of Chaos and I want to share my reward with you!
AD_Achievement_Wall_Title_201_Avocado	Avocado
AD_Achievement_Wall_Title_202	All the Ancient have submitted to me, and I want to share my reward with you!
AD_Achievement_Wall_Title_202_Avocado	Avocado
AD_Achievement_Wall_Title_24	Valentine's Day
AD_Achievement_Wall_Title_24_Avocado	Valentine's Day
AD_Achievement_Wall_Title_3	I have reached a new level and I want to share the reward with you!
AD_Achievement_Wall_Title_3_Avocado	Avocado
AD_Achievement_Wall_Title_4	[$]
AD_Achievement_Wall_Title_400	My new PvP rank is Recruit!
AD_Achievement_Wall_Title_400_Avocado	Avocado
AD_Achievement_Wall_Title_401	My new PvP rank is Fighter!
AD_Achievement_Wall_Title_401_Avocado	Avocado
AD_Achievement_Wall_Title_402	My new PvP rank is Warrior!
AD_Achievement_Wall_Title_402_Avocado	Avocado
AD_Achievement_Wall_Title_403	My new PvP rank is Veteran!
AD_Achievement_Wall_Title_403_Avocado	Avocado
AD_Achievement_Wall_Title_404	My new PvP rank is Berserker!
AD_Achievement_Wall_Title_404_Avocado	Avocado
AD_Achievement_Wall_Title_405	My new PvP rank is Untameable!
AD_Achievement_Wall_Title_405_Avocado	Avocado
AD_Achievement_Wall_Title_406	My new PvP rank is Exalted!
AD_Achievement_Wall_Title_406_Avocado	Avocado
AD_Achievement_Wall_Title_407	My new PvP rank is Renowned!
AD_Achievement_Wall_Title_407_Avocado	Avocado
AD_Achievement_Wall_Title_408	My new PvP rank is Invincible!
AD_Achievement_Wall_Title_408_Avocado	Avocado
AD_Achievement_Wall_Title_409	My new PvP rank is Godlike!
AD_Achievement_Wall_Title_409_Avocado	Avocado
AD_Achievement_Wall_Title_5	[$]
AD_Achievement_Wall_Title_500	Guardian of the Library
AD_Achievement_Wall_Title_500_Avocado	Avocado
AD_Achievement_Wall_Title_501	Spell Removed
AD_Achievement_Wall_Title_501_Avocado	Avocado
AD_Achievement_Wall_Title_502	The Road North
AD_Achievement_Wall_Title_502_Avocado	Avocado
AD_Achievement_Wall_Title_503	Secret Manuscripts
AD_Achievement_Wall_Title_503_Avocado	Avocado
AD_Achievement_Wall_Title_504	Ancient Manuscript
AD_Achievement_Wall_Title_504_Avocado	Avocado
AD_Achievement_Wall_Title_505	A Hidden Threat
AD_Achievement_Wall_Title_505_Avocado	Avocado
AD_Achievement_Wall_Title_506	The Island’s Salvation
AD_Achievement_Wall_Title_506_Avocado	Avocado
AD_Achievement_Wall_Title_507	Golden Legion
AD_Achievement_Wall_Title_507_Avocado	Avocado
AD_Achievement_Wall_Title_508	Manuscript Hunters
AD_Achievement_Wall_Title_508_Avocado	Avocado
AD_Achievement_Wall_Title_509	To the pier!
AD_Achievement_Wall_Title_509_Avocado	Avocado
AD_Achievement_Wall_Title_510	Free at Last
AD_Achievement_Wall_Title_510_Avocado	Avocado
AD_Achievement_Wall_Title_511	All Seals are removed
AD_Achievement_Wall_Title_511_Avocado	Avocado
AD_Achievement_Wall_Title_512	The Key Is Ready
AD_Achievement_Wall_Title_512_Avocado	Avocado
AD_Achievement_Wall_Title_513	The Storm Clouds Are Gathering
AD_Achievement_Wall_Title_513_Avocado	Avocado
AD_Achievement_Wall_Title_514	Foreboding
AD_Achievement_Wall_Title_514_Avocado	Avocado
AD_Achievement_Wall_Title_515	Golden Legion
AD_Achievement_Wall_Title_515_Avocado	Avocado
AD_Achievement_Wall_Title_6	Training complete
AD_Achievement_Wall_Title_6_Avocado	Avocado
AD_Achievement_Wall_Title_7	My squad has reached a new location and I want to share the reward with you!
AD_Achievement_Wall_Title_7_Avocado	Avocado
AD_Achievement_Wall_Title_8	The adventure begins
AD_Achievement_Wall_Title_8_Avocado	Avocado
AD_Achievement_Wall_Title_9	[$]
AD_Achievement_Wall_Title_900	Halloween
AD_Achievement_Wall_Title_900_Avocado	Avocado
AD_Achievement_Wall_Title_901	Christmas
AD_Achievement_Wall_Title_901_Avocado	Avocado
AD_AskFriendStamina_Action	Send Stamina
AD_AskFriendStamina_Action_Avocado	Avocado
AD_AskFriendStamina_description	I need help so that I can carry on with my adventures, And I shall reciprocate with a gift.
AD_AskFriendStamina_description_Avocado	Avocado
AD_AskFriendStamina_text	King's Bounty: Legions, the 3D turn-based strategy game on Facebook
AD_AskFriendStamina_text_Avocado	Avocado
AD_AskFriendStamina_title	Help me!
AD_AskFriendStamina_title_Avocado	Avocado
AD_Award_Apply_Text	<align=center><valign=center><font=tahoma_bold_10><image=textures/interface/common/icons/[?]> Share
AD_Award_Apply_Text_Avocado	Avocado
AD_Award_Close_Text	[FormButtonText_11]Close
AD_Award_Close_Text_Avocado	Avocado
AD_Award_Share_Text	<align=center><valign=center><font=tahoma_bold_10><image=textures/interface/common/icons/[?]> Share
AD_Award_Share_Text_Avocado	Avocado
AD_Award_Tell_Text	<align=center><valign=center><font=tahoma_bold_10><image=textures/interface/common/icons/[?]> Share
AD_Award_Tell_Text_Avocado	Avocado
